var_code,var_desc,isTabulated,unique_values,missing_pct
x25,PROBABILITY:_VOTE_FOR_THE_GREENS,False,10,0.7423107890499195
x26,PROBABILITY:_VOTE_FOR_PDS/THE_LEFT,False,10,0.7429549114331723
x27,WOULD_DO:_EXPRESS_OPINION,True,2,0.7210950080515298
x28,WOULD_DO:_VOTE_IN_ELECTIONS,True,2,0.7210950080515298
x29,WOULD_DO:_PUBLIC_DISCUSSIONS,True,2,0.7210950080515298
x30,WOULD_DO:_CITIZENS_INITIATIVE,True,2,0.7210950080515298
x31,WOULD_DO:_WORK_FOR_POLITICAL_PARTY,True,2,0.7210950080515298
x32,WOULD_DO:_UNAUTHORIZED_DEMONSTRATION,True,2,0.7210950080515298
x33,WOULD_DO:_TAKE_PART_IN_AUTHORIZED_DEMO,True,2,0.7210950080515298
x34,WOULD_DO:_REFUSE_TO_VOTE,True,2,0.7210950080515298
x35,WOULD_DO:_PROTEST_VOTE_FOR_PARTY,True,2,0.7210950080515298
x36,WOULD_DO:_SIGN_A_PETITION,True,2,0.7210950080515298
x37,WOULD_DO:_CONSCIENTIOUS_CONSUMPTION,True,2,0.7210950080515298
x38,WOULD_DO:_ONLINE_PROTEST,True,2,0.7210950080515298
x39,ALREADY_DONE:_EXPRESS_OPINION,True,2,0.7210144927536232
x40,ALREADY_DONE:_VOTE_IN_ELECTIONS,True,2,0.7210144927536232
x41,ALREADY_DONE:_PUBLIC_DISCUSSIONS,True,2,0.7210144927536232
x42,ALREADY_DONE:_CITIZENS_INITIATIVE,True,2,0.7210144927536232
x43,ALREADY_DONE:_WORK_FOR_POLITICAL_PARTY,True,2,0.7210144927536232
x44,ALREADY_DONE:_UNAUTHORIZED_DEMO,True,2,0.7210144927536232
x45,ALREADY_DONE:_AUTHORIZED_DEMONSTRATION,True,2,0.7210144927536232
x46,ALREADY_DONE:_REFUSED_TO_VOTE,True,2,0.7210144927536232
x47,ALREADY_DONE:_PROTEST_VOTE_FOR_PARTY,True,2,0.7210144927536232
x48,ALREADY_DONE:_SIGN_A_PETITION,True,2,0.7210144927536232
x49,ALREADY_DONE:_CONSCIENTIOUS_CONSUMPTION,True,2,0.7210144927536232
x50,ALREADY_DONE:_ONLINE_PROTEST,True,2,0.7210144927536232
x51,LAST_2_YEARS:_EXPRESS_OPINION,True,2,0.8694041867954911
x52,LAST_2_YEARS:_VOTE_IN_ELECTIONS,True,2,0.8694041867954911
x53,LAST_2_YEARS:_PUBLIC_DISCUSSIONS,True,2,0.8694041867954911
x54,LAST_2_YEARS:_CITIZENS_INITIATIVE,True,2,0.8694041867954911
x55,LAST_2_YEARS:_WORK_FOR_POLITICAL_PARTY,True,2,0.8694041867954911
x56,LAST_2_YEARS:_UNAUTHORIZED_DEMONSTRATION,True,2,0.8694041867954911
x57,LAST_2_YEARS:_AUTHORIZED_DEMONSTRATION,True,2,0.8694041867954911
x58,LAST_2_YEARS:_REFUSED_TO_VOTE,True,2,0.8694041867954911
x59,LAST_2_YEARS:_PROTEST_VOTE_FOR_PARTY,True,2,0.8694041867954911
x60,LAST_2_YEARS:_SIGN_A_PETITION,True,2,0.8694041867954911
x61,HOW_OFTEN_TALK_ABOUT_POLITICS:_IN_FAMILY,True,5,0.7239130434782609
x62,HOW_OFTEN_TALK_ABOUT_POLITICS:_FRIENDS,True,5,0.7218196457326892
x63,HOW_OFTEN_TALK_ABOUT_POL.:_ACQUAINTANCES,True,5,0.7213768115942029
x64,HOW_OFTEN_TALK_ABOUT_POLITICS:_STRANGERS,True,5,0.7212157809983897
x65,REQUIRE_IMMIGRANTS_TO_ASSIMILATE,True,5,0.7223027375201289
x66,POLITICS_SHLD_STAY_OUT_OF_THE_ECONOMY,True,5,0.7309178743961353
x67,MAKE_ENVIRONMENTAL_PROTECTION_STRICTER,True,5,0.7237922705314009
x68,STIFFER_SENTENCES_FOR_OFFENDERS,True,5,0.7272544283413849
x69,SOCIAL_SECURITY_PRIME_GOAL_OF_GOVERNMENT,True,5,0.7235507246376811
x70,REDISTRIBUTE_INCOME_TO_COMMON_PEOPLE,True,5,0.7256441223832528
x71,IMMIGRANTS_GOOD_FOR_GERMAN_ECONOMY,True,5,0.7291062801932368
x72,GLOBALIZATION_BENEFITS_EVERYONE,True,5,0.7340579710144928
x73,FORMED_AN_OPINION_ON_SOCIAL_SECURITY?,True,2,0.7000402576489533
x74,SOCIAL_BENEFITS:_CUT_OR_EXTEND?,True,3,0.7615539452495974
x75,REDUCE_TAXES_OR_MORE_SOCIAL_SERVICE,True,2,0.8937600644122383
x76,OPINION:LIVE_WELL_I.COUNTRY_LIKE_GERMANY,True,4,0.5341384863123994
x77,SUPPORT_FOR_IDEA_OF_DEMOCRACY,True,6,0.7265297906602255
x78,PARTY_AFFILIATION:_ANGELA_MERKEL,True,5,0.739694041867955
x79,PARTY_AFFILIATION:_URSULA_VON_DER_LEYEN,True,6,0.7900563607085346
x80,ACTING_PRESIDENT_OF_EUROPEAN_COMMISSION?,True,4,0.8347423510466989
x81,WHO_ELECTS_THE_CHANCELLOR_OF_THE_FRG?,True,4,0.7584541062801933
x82,WHAT_DOES_SECRET_BALLOT_MEAN?,True,4,0.7418679549114332
x83,WHO_HOLDS_RICHTLINIENKOMPETENZ?,True,4,0.866183574879227
x84,INT.ORG.FOR_CULTURAL+SCIENTIFIC_ISSUES?,True,4,0.7794685990338164
x85,WHO_HAS_NO_SEAT_IN_UN_SECURITY_COUNCIL?,True,4,0.8278985507246377
x86,WHEN_CAN_EU_CITIZENS_VOTE_IN_GERMANY?,True,4,0.8030998389694042
x87,WHAT_IS_SOLIDARITY_SURCHARGE_USED_FOR?,True,4,0.7630434782608696
x88,POLITICIANS_DO_NOT_CARE_ABOUT_US,True,4,0.7259661835748792
x89,COULD_BE_ACTIVE_MEMBER_OF_A_POLIT._GROUP,True,4,0.7243156199677939
x90,POLITICS_IS_TOO_COMPLICATED_FOR_ME,True,4,0.7230676328502416
x91,POLITICIANS_REPRESENT_PEOPLES_INTERESTS,True,4,0.7259661835748792
x92,I_DO_NOT_KNOW_MUCH_ABOUT_POLITICS,True,4,0.7218196457326892
x93,MOST_PEOPLE_CAPABLE_OF_POLITICAL_WORK,True,4,0.7349838969404187
x94,AVERAGE_CITIZEN_LITTLE_POL.UNDERSTANDING,True,4,0.7310789049919485
x95,CITIZENS_HAVE_THE_DUTY_TO_VOTE,True,4,0.7235909822866344
x96,PEOPLE_SHLD_DEMONSTRATE_IF_DISSATISFIED,True,4,0.8614331723027375
x97,POLITICAL_VIOLENCE_MORALLY_JUSTIFIED,True,4,0.861634460547504
x98,REFERENDUMS_NECESSARY_PART_OF_DEMOCRACY,True,4,0.8627616747181964
x99,CONFLICTS:_LEFT_VS._RIGHT,True,4,0.8927938808373591
x100,CONFLICTS:_EMPLOYERS_VS._EMPLOYEES,True,4,0.8899355877616747
x101,CONFLICTS:_UNEDUCATED_VS._EDUCATED,True,4,0.8917069243156199
x102,CONFLICTS:_PARENTS_VS._CHILDLESS_PEOPLE,True,4,0.889170692431562
x103,CONFLICTS:_YOUNG_VS._OLD,True,4,0.8876409017713366
x104,CONFLICTS:_POOR_VS._RICH,True,4,0.8880032206119163
x105,CONFLICTS:_WORKING_VS._RETIRED_PEOPLE,True,4,0.8888486312399356
x106,CONFLICTS:_POLITICIANS_VS._CITIZENS,True,4,0.8891304347826087
x107,CONFLICTS:_CAPITALISTS_VS._WORKING_CLASS,True,4,0.8924315619967794
x108,CONFLICTS:_GUEST_WORKERS_VS._GERMANS,True,4,0.8881239935587761
x109,CONFLICTS:_WOMEN_VS._MEN,True,4,0.8876409017713366
x110,CONFLICTS:_CITIZENS_VS._ETHNIC_GERMANS,True,4,0.8919082125603864
x111,TRUST:_HEALTH_SERVICE,True,7,0.5820450885668277
x112,TRUST:_FEDERAL_CONSTITUTIONAL_COURT,True,7,0.6099436392914653
x113,TRUST:_BUNDESTAG_(FEDERAL_PARLIAMENT),True,7,0.5925523349436392
x114,TRUST:_MUNICIPAL_ADMINISTRATION,True,7,0.7253623188405797
x115,TRUST:_CATHOLIC_CHURCH,True,7,0.8673510466988728
x116,TRUST:_PROTESTANT_CHURCH,True,7,0.8682769726247987
x117,TRUST:_JUDICIAL_SYSTEM,True,7,0.5878824476650564
x118,TRUST:_TELEVISION,True,7,0.5843397745571659
x119,TRUST:_NEWSPAPERS,True,7,0.5899355877616748
x120,"TRUST:_UNIVERSITIES,_HIGHER_EDUCATION",True,7,0.6154186795491143
x121,TRUST:_FEDERAL_GOVERNMENT,True,7,0.5860708534621578
x122,TRUST:_POLICE,True,7,0.5828502415458937
x123,TRUST:_POLITICAL_PARTIES,True,7,0.5914251207729468
x124,TRUST:_EUROPEAN_COMMISSION,True,7,0.7508856682769727
x125,TRUST:_EUROPEAN_PARLIAMENT,True,7,0.7483494363929146
x126,IDENTIFICATION_WITH_OWN_COMMUNITY,True,4,0.5819645732689211
x127,IDENTIFICATION_WITH_FEDERAL_STATE,True,4,0.7221014492753624
x128,IDENTIFICATION_WITH_FORMER_WEST_GERMANY,True,4,0.8237117552334944
x129,IDENTIFICATION_WITH_FORMER_EAST_GERMANY,True,4,0.9115942028985508
x130,IDENTIFICATION_WITH_GERMANY_AS_A_WHOLE,True,4,0.5841787439613526
x131,IDENTIFICATION_WITH_THE_EUROPEAN_UNION,True,4,0.5904186795491143
x132,WEST_SHOULD_MAKE_GREATER_SACRIFICES,True,4,0.7601449275362319
x133,EAST_SHOULD_SHOW_MORE_PATIENCE,True,4,0.7607890499194847
x134,REUNIFICATION_MORE_ADVANTAGES_FOR_WEST,True,4,0.6410628019323672
x135,REUNIFICATION_MORE_ADVANTAGES_FOR_EAST,True,4,0.6337359098228663
x136,FUTURE_IN_EAST_DEPENDS_ON_WILL_TO_WORK,True,4,0.763365539452496
x137,PEOPLE_IN_OTHER_PART_OF_FRG_ARE_FOREIGN,True,4,0.631682769726248
x138,NEW_STATES:_PRESSURE_TOO_GREAT,True,4,0.7699677938808374
x139,DO_NOT_ASK_ABOUT_SECRET_POLICE_PAST,True,4,0.6347423510466988
x140,"SOCIALISM:_GOOD_IDEA,_POORLY_IMPLEMENTED",True,4,0.6452093397745572
x141,PROUD_OF:_BASIC_LAW,True,2,0.6221819645732689
x142,PROUD_OF:_GERMAN_FEDERAL_PARLIAMENT,True,2,0.6221819645732689
x143,PROUD_OF:_ACHIEVEMENTS_OF_GERM._ATHLETES,True,2,0.6221819645732689
x144,PROUD_OF:_ECONOMIC_ACHIEVEMENTS,True,2,0.6221819645732689
x145,PROUD_OF:_GERMAN_ART_AND_LITERATURE,True,2,0.6221819645732689
x146,PROUD_OF:_SCIENTIFIC_ACHIEVEMENTS,True,2,0.6221819645732689
x147,PROUD_OF:_SOCIAL_WELFARE_ACHIEVEMENTS,True,2,0.6221819645732689
x148,PROUD_OF:_MOST_IMPORTANT,True,7,0.6254428341384863
x149,PROUD_OF:_SECOND_MOST_IMPORTANT,True,7,0.6440821256038647
x150,PROUD_OF:_THIRD_MOST_IMPORTANT,True,7,0.6704106280193237
x151,PROUD_TO_BE_A_GERMAN?,True,4,0.6457729468599034
x152,I_AM_PROUD_TO_BE_A_GERMAN,True,5,0.7404186795491143
x153,ENCOURAGE_DISPLAY_OF_NATIONAL_FEELINGS,True,5,0.7426731078904992
x154,DICTATORSHIP_SOMETIMES_BETTER_GOVERNMENT,True,5,0.7440821256038648
x155,NATIONAL_SOCIALISM_HAD_ITS_GOOD_SIDES,True,5,0.7458937198067633
x156,WITHOUT_HOLOCAUST_HITLER_POSITIVE_FIGURE,True,5,0.7493156199677938
x157,DANGEROUSLY_MANY_FOREIGNERS_IN_GERMANY,True,5,0.7432769726247987
x158,FOREIGNER_SHOULD_MARRY_OWN_NATIONALITY,True,5,0.7428341384863124
x159,THE_JEWS_STILL_HAVE_TOO_MUCH_INFLUENCE,True,5,0.760426731078905
x160,JEWS_ARE_PECULIARLY_DIFFERENT,True,5,0.7578502415458938
x161,ATTACKS_ON_ASYLUM_SEEKERS_UNDERSTANDABLE,True,5,0.7422302737520129
x162,RESP:_FAIR_SHARE_IN_STANDARD_OF_LIVING?,True,4,0.1636070853462158
x163,"SELF-ASSESSMENT_OF_SOCIAL_CLASS,_RESP.",True,5,0.026368760064412237
x164,"TOP-BOTTOM-SCALE:_SELF-CLASSIFIC.,_RESP.",False,10,0.0535426731078905
x165,OCCUP.SUCCESS:_COMPARISON_TO_FATHER,True,4,0.9629629629629629
x166,"HOW_MANY_RELATIVES,FRIENDS_UNEMPLOYED?",True,5,0.7275764895330112
x167,EVERYONE_SHOULD_LOOK_OUT_FOR_THEMSELVES,True,4,0.8154991948470209
x168,PROFITS_NECESSARY_FOR_HEALTHY_ECONOMY,True,4,0.8161030595813205
x169,STATE:_PROVIDE_JOBS_AND_STABLE_PRICES,True,4,0.8162640901771336
x170,STATE:SECURE_INCOME_IN_TIMES_OF_HARDSHIP,True,4,0.7007246376811594
x171,SOCIAL_SECURITY_BAD_FOR_WORK_ETHOS,True,4,0.8174315619967794
x172,PROFITS_ARE_SHARED_FAIRLY_IN_THE_FRG,True,4,0.8192028985507246
x173,INEQUALITY_IN_FRG_NOT_FURTHER_REDUCIBLE,True,4,0.8236714975845411
x174,PERSONAL_AMBITIONS_IN_LIFE_FULFILLED?,True,4,0.7686392914653785
x175,EDUCAT.OPP.:EVERYONE_ACCORDING_TO_TALENT,True,2,0.4384460547504026
x176,"WAY_TO_THE_TOP:_OPPORTUNISM,RUTHLESSNESS",True,4,0.8524557165861514
x177,"WAY_TO_THE_TOP:_EDUCATION,_TRAINING",True,4,0.8477053140096619
x178,WAY_TO_THE_TOP:_POLITICAL_ACTIVITY,True,4,0.8518115942028985
x179,"WAY_TO_THE_TOP:_COINCIDENCE,_LUCK",True,4,0.8485507246376811
x180,"WAY_TO_THE_TOP:_INTELLIGENCE,_TALENT",True,4,0.8479066022544284
x181,"WAY_TO_THE_TOP:_CONNECTIONS,_PROTECTION",True,4,0.8491143317230274
x182,"WAY_TO_THE_TOP:ACHIEVEMENT,INDUSTRIOUSN.",True,4,0.847866344605475
x183,"WAY_TO_THE_TOP:_MONEY,_WEALTH",True,4,0.8489533011272141
x184,"WAY_TO_THE_TOP:_INITIATIVE,ASSERTIVENESS",True,4,0.8483896940418679
x185,WAY_TO_THE_TOP:_RIGHT_SOCIAL_BACKGROUND,True,4,0.8489935587761674
x186,"WAY_TO_THE_TOP:_BRIBERY,_CORRUPTION",True,4,0.8553140096618358
x187,"WAY_TO_THE_TOP:_COOPERATION,_OPENNESS",True,4,0.8859098228663446
x188,SUCCESS:DEPENDS_ON_OWN_CLASS_POSITION,True,4,0.8181561996779388
x189,SUCCESS:DEPENDS_ON_FAMILY_BACKGROUND,True,4,0.8143719806763285
x190,SUCCESS:DEPENDS_ON_OWN_EDUCATION,True,4,0.8151368760064412
x191,SUCCESS:WELFARE_SYSTEM+STATE_OF_ECONOMY,True,4,0.7042270531400966
x192,DECENT_INCOME_EVEN_WITHOUT_ACHIEVEMENT,True,4,0.7043880837359098
x193,INCOME_DIFFERENCES_INCREASE_MOTIVATION,True,4,0.43884863123993556
x194,DIFFERENCES_IN_SOCIAL_POSITION_ACCEPTAB.,True,4,0.4397745571658615
x195,SOCIAL_DIFFERENCES_ARE_JUST,True,4,0.42995169082125606
x196,PERSONAL_PENSION_PROVISION_ADEQUATE?,True,3,0.81243961352657
x197,IMMIGRATION:_ETHNIC_GERMANS_F_EAST_EUR.,True,3,0.7973832528180355
x198,IMMIGRATION:_ASYLUM_SEEKERS,True,3,0.797463768115942
x199,IMMIGRATION:_WORKERS_FROM_EU-COUNTRIES,True,3,0.797866344605475
x200,IMMIGRATION:_WORKERS_FROM_NON-EU-COUNTR.,True,3,0.796658615136876
x201,FOREIGNERS_DO_WORK_GERMANS_WILL_NOT_DO,True,7,0.7252818035426731
x202,FOREIGN.:BURDEN_ON_SOCIAL_WELFARE_SYSTEM,True,7,0.7260466988727858
x203,FOREIGNERS_ENRICH_GERMAN_CULTURAL_LIFE,True,7,0.7249597423510467
x204,FOREIGNERS:_PROBLEMS_IN_HOUSING_MARKET,True,7,0.7288647342995169
x205,FOREIGN:_HELP_TO_SECURE_OLD_AGE_PENSIONS,True,7,0.7314814814814815
x206,FOREIGNERS:_TAKE_JOBS_AWAY_FROM_GERMANS,True,7,0.725
x207,FOREIGNERS:_COMMIT_CRIMES_MORE_OFTEN,True,7,0.7349436392914653
x208,FOREIGNERS:_CREATE_JOBS,True,7,0.7309983896940419
x209,REFUGEES_OPPORT.OR_RISK:_WELFARE_STATE,True,5,0.7258454106280193
x210,REFUGEES_OPPORT.OR_RISK:_SECURITY,True,5,0.724597423510467
x211,REFUGEES_OPPORT.OR_RISK:_SOCIAL_COHESION,True,5,0.7254428341384863
x212,REFUGEES_OPPORT.OR_RISK:_ECONOMY,True,5,0.7268518518518519
x213,TREATMENT_OF_FOREIGN.BY_MUNICIPAL_OFFICE,True,4,0.8630434782608696
x214,NATURALIZATION:SHOULD_BE_BORN_IN_GERMANY,True,7,0.7947665056360709
x215,NATURALIZATION:_SHLD_BE_OF_GERMAN_ORIGIN,True,7,0.7953703703703704
x216,NATURALIZATION:_SHOULD_SPEAK_GERMAN,True,7,0.7935990338164252
x217,NATURALIZ:_HAS_LIVED_HERE_A_LONG_TIME,True,7,0.7940016103059582
x218,NATURALIZAT.:ADAPT_TO_GERMAN_WAY_OF_LIFE,True,7,0.7939210950080515
x219,NATURALIZATION:_CHRISTIAN_DENOMINATION,True,7,0.7951690821256039
x220,NATURALIZATION:_NO_CRIMES_COMMITTED,True,7,0.7943639291465379
x221,NATURALIZATION:_CAN_SUPPORT_HIMSELF,True,7,0.794122383252818
x222,NATURALIZATION:_ACCEPT_BASIC_LAW_VALUES,True,7,0.7953703703703704
x223,"FOREIGN.,GUEST_WORKERS:_ADAPT_MORE",True,7,0.5013285024154589
x224,"FOREIGN.,GUEST_W.:LEAVE_WHEN_JOBS_SCARCE",True,7,0.5036231884057971
x225,"FOREIGN.,GUEST_W.:_NO_POLIT._ACTIVITIES",True,7,0.5051529790660225
x226,"FOREIGN.,GUEST_W.:MARRY_AMONG_THEMSELVES",True,7,0.5028985507246376
x227,"FOREIGN.,GUEST_W.:_CONTACT_IN_OWN_FAMILY",True,2,0.5001207729468599
x228,"FOREIGN.,GUEST_W.:_CONTACT_AT_WORK",True,2,0.5235104669887278
x229,"FOREIGN.,GUEST_W.:CONTACT_I.NEIGHBORHOOD",True,2,0.500805152979066
x230,"FOREIGN.,GUEST_W.:_CONTACT_AMONG_FRIENDS",True,2,0.5002818035426732
x231,OPINION_ON_DUAL_CITIZENSHIP,True,7,0.7277777777777777
x232,SAME_WELFARE_BENEFITS_FOR_FOREIGNERS,True,7,0.7271739130434782
x233,MUNICIPAL_VOTING_RIGHTS_FOR_FOREIGNERS,True,7,0.7272946859903382
x234,RELIG.INSTRUCTION_FOR_MUSLIMS_IN_SCHOOLS,True,3,0.5934782608695652
x235,AGREE:_STRANGER_IN_ONES_OWN_COUNTRY,True,7,0.7412640901771337
x236,"ESTIMATED_PERCENTAGE_OF_FOREIGNERS,WEST",False,65,0.7604669887278583
x237,"ESTIMATED_PERCENTAGE_OF_FOREIGNERS,EAST",False,60,0.7663043478260869
x238,HOW_MANY_FOREIGNERS_IN_NEIGHBORHOOD,True,4,0.794524959742351
x239,WOULD_LIKE_TO_LIVE_IN_NEIGHBORHOOD_1,True,2,0.7294685990338164
x240,WOULD_LIKE_TO_LIVE_IN_NEIGHBORHOOD_2,True,2,0.7294685990338164
x241,WOULD_LIKE_TO_LIVE_IN_NEIGHBORHOOD_3,True,2,0.7294685990338164
x242,WOULD_LIKE_TO_LIVE_IN_NEIGHBORHOOD_4,True,2,0.7294685990338164
x243,WOULD_LIKE_TO_LIVE_IN_NEIGHBORHOOD_5,True,2,0.7294685990338164
x244,WOULD_LIKE_TO_LIVE_IN_NEIGHBORHOOD_6,True,2,0.7294685990338164
x245,WOULD_LIKE_TO_LIVE_IN_NEIGHBORHOOD_7,True,2,0.7294685990338164
x246,WOULD_LIKE_TO_LIVE_IN_NEIGHBORHOOD_8,True,2,0.7294685990338164
x247,WOULD_LIKE_TO_LIVE_IN_NEIGHBORHOOD_9,True,2,0.7294685990338164
x248,WOULD_LIKE_TO_LIVE_IN_NEIGHBORHOOD_10,True,2,0.7294685990338164
x249,WOULD_LIKE_TO_LIVE_IN_NEIGHBORHOOD_11,True,2,0.7294685990338164
x250,WOULD_LIKE_TO_LIVE_IN_NEIGHBORHOOD_12,True,2,0.7294685990338164
x251,WOULD_LIKE_TO_LIVE_IN_NEIGHBORHOOD_13,True,2,0.7294685990338164
x252,WOULD_NOT_LIKE_TO_LIVE_IN_NEIGHBORH._1,True,2,0.740378421900161
x253,WOULD_NOT_LIKE_TO_LIVE_IN_NEIGHBORH._2,True,2,0.740378421900161
x254,WOULD_NOT_LIKE_TO_LIVE_IN_NEIGHBORH._3,True,2,0.740378421900161
x255,WOULD_NOT_LIKE_TO_LIVE_IN_NEIGHBORH._4,True,2,0.740378421900161
x256,WOULD_NOT_LIKE_TO_LIVE_IN_NEIGHBORH._5,True,2,0.740378421900161
x257,WOULD_NOT_LIKE_TO_LIVE_IN_NEIGHBORH._6,True,2,0.740378421900161
x258,WOULD_NOT_LIKE_TO_LIVE_IN_NEIGHBORH._7,True,2,0.740378421900161
x259,WOULD_NOT_LIKE_TO_LIVE_IN_NEIGHBORH._8,True,2,0.740378421900161
x260,WOULD_NOT_LIKE_TO_LIVE_IN_NEIGHBORH._9,True,2,0.740378421900161
x261,WOULD_NOT_LIKE_TO_LIVE_IN_NEIGHBORH._10,True,2,0.740378421900161
x262,WOULD_NOT_LIKE_TO_LIVE_IN_NEIGHBORH._11,True,2,0.740378421900161
x263,WOULD_NOT_LIKE_TO_LIVE_IN_NEIGHBORH._12,True,2,0.740378421900161
x264,WOULD_NOT_LIKE_TO_LIVE_IN_NEIGHBORH._13,True,2,0.740378421900161
x265,DIFFER.I_LIFESTYLE:_ITALIANS_IN_GERMANY,True,7,0.7386070853462158
x266,DIFFER.I_LIFESTYLE:ETHNIC_GERMANS_F_EAST,True,7,0.735829307568438
x267,DIFFER.I_LIFESTYLE:_ASYLUM_SEEKERS,True,7,0.739573268921095
x268,DIFFER.I_LIFESTYLE:_TURKS_IN_GERMANY,True,7,0.7312399355877617
x269,DIFFER.I_LIFESTYLE:_JEWS_IN_GERMANY,True,7,0.7760466988727859
x270,HOW_PLEASANT_AS_NEIGHBOR:_ITALIANS,True,7,0.7249597423510467
x271,HOW_PLEASANT:_ETHNIC_GERMANS_F_EAST_EUR,True,7,0.7253623188405797
x272,HOW_PLEASANT_AS_NEIGHBOR:_ASYLUM-SEEKERS,True,7,0.7272544283413849
x273,HOW_PLEASANT_AS_NEIGHBOR:_TURKS,True,7,0.7252415458937198
x274,HOW_PLEASANT_AS_NEIGHBOR:_JEWS,True,7,0.735024154589372
x275,MARRIAGE_INTO_OWN_FAMILY:_ITALIANS,True,7,0.7973429951690821
x276,MARRIAGE_IN_FAMILY:ETHNIC_GERMANS_F_EAST,True,7,0.7980273752012882
x277,MARRIAGE_INTO_OWN_FAMILY:ASYLUM-SEEKERS,True,7,0.7992753623188406
x278,MARRIAGE_INTO_OWN_FAMILY:_TURKS,True,7,0.7980273752012882
x279,MARRIAGE_INTO_OWN_FAMILY:_JEWS,True,7,0.8052737520128824
x280,SAME_RIGHTS_AS_GERMANS_FOR:_ITALIANS,True,7,0.7952093397745572
x281,SAME_RIGHTS:_ETHNIC_GERMANS_F_EAST_EUR,True,7,0.7951690821256039
x282,SAME_RIGHTS_AS_GERMANS:_ASYLUM_SEEKERS,True,7,0.7962157809983897
x283,SAME_RIGHTS_AS_GERMANS_FOR:_TURKS,True,7,0.7953301127214171
x284,SAME_RIGHTS_AS_GERMANS_FOR:_JEWS,True,7,0.806682769726248
x285,EXERCISE_OF_MUSLIM_FAITH_SHLD_BE_LIMITED,True,7,0.7310789049919485
x286,ISLAM_FITS_IN_WITH_GERMAN_SOCIETY,True,7,0.7322463768115942
x287,PRESENCE_OF_MUSLIMS_LEADS_TO_CONFLICTS,True,7,0.7307165861513688
x288,STATE_SHLD_MONITOR_MUSLIM_COMMUNITIES,True,7,0.7311996779388084
x289,RESP._WOULD_NOT_OBJECT_TO_MUSLIM_MAYOR,True,7,0.7314412238325282
x290,JEWS:_TOO_MUCH_INFLUENCE_IN_THE_WORLD,True,7,0.6200080515297907
x291,JEWS:SHAME_ABOUT_GERMAN_CRIMES_AGAINST_J,True,7,0.6031803542673108
x292,JEWS:_TAKE_ADVANTAGE_OF_GERMAN_NAZI_PAST,True,7,0.6172705314009662
x293,JEWS:_NOT_WITHOUT_BLAME_BEING_PERSECUTED,True,7,0.6226650563607086
x294,OCCUR:LANDLORD_REFUSES_TO_SERVE_FOREIGN.,True,5,0.8691626409017713
x295,OCCUR:PARENTS_FORBID_TURKISH_BOY_FRIEND,True,5,0.8678743961352657
x296,OCCUR:_EMPLOYERS_SACK_FOREIGNERS_FIRST,True,5,0.8711755233494364
x297,RESP.:LANDLORD_REFUSES_TO_SERVE_FOREIGN.,True,4,0.8665458937198067
x298,RESP.:PARENTS_FORBID_TURKISH_BOYFRIEND,True,4,0.8689613526570048
x299,RESP.:_EMPLOYERS_SACK_FOREIGNERS_FIRST,True,4,0.8690016103059581
