"uniqueid","p1","p2","p3","p4","p5"
20053812,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053808,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053800,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053799,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053793,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053787,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053779,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053774,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053772,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053767,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053765,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053758,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053751,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053748,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053734,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053729,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053725,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053715,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053713,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053712,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053710,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053709,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053707,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053705,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053704,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053700,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053699,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053690,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053681,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053679,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053670,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053669,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053664,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053659,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053654,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053647,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053645,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053644,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053636,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053633,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053632,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053630,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053629,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053624,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053623,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053612,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053610,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053609,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053604,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053593,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053587,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053575,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053574,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053568,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053567,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053562,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053561,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053558,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053549,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053547,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053546,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053535,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053532,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053531,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053530,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053526,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053523,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053511,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053505,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053495,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053489,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053484,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053481,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053466,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053463,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053462,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053454,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053448,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053439,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053435,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053430,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053418,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053411,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053408,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053407,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053404,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053400,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053398,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053394,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053390,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053389,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053385,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053383,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053369,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053368,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053359,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053330,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053326,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053312,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053301,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053288,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053287,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053271,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053267,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053260,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053253,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053246,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053239,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053238,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053237,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053236,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053228,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053225,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053218,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053217,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053213,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053212,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053207,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053205,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053194,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053190,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053189,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053187,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053185,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053184,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053183,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053182,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053181,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053174,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053172,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053166,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053149,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053148,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053146,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053145,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053141,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053136,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053133,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053129,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053126,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053122,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053119,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053118,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053113,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053112,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053101,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053075,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053067,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053064,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053059,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053058,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053053,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053044,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053041,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053032,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053031,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053028,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20053019,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20053018,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20053016,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20053006,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20053003,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052999,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052987,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052984,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052975,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052971,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052957,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052956,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052955,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052933,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052932,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052922,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052918,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052912,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052910,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052906,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052900,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052892,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052883,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052877,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052872,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052867,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052866,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052862,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052848,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052844,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052843,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052842,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052841,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052836,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052831,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052830,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052820,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052816,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052814,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052801,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052799,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052785,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052768,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052762,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052750,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052744,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052736,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052734,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052729,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052724,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052722,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052714,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052708,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052705,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052696,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052687,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052671,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052668,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052663,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052661,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052659,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052658,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052657,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052656,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052653,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052639,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052638,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052637,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052632,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052631,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052629,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052618,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052612,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052607,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052605,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052604,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052595,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052593,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052590,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052568,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052565,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052555,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052544,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052541,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052539,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052518,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052515,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052511,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052509,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052505,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052499,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052497,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052495,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052492,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052484,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052482,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052473,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052466,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052459,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052456,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052455,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052447,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052442,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052440,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052431,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052424,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052418,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052413,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052405,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052401,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052399,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052397,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052396,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052395,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052378,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052377,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052366,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052361,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052356,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052343,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052342,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052341,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052339,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
20052336,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838
20052333,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636
20052325,0.271985285665019,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191
20052319,0.107713530290838,0.175997241062191,0.271985285665019,0.0396597310035636,0.404644211978388
20052302,0.0396597310035636,0.404644211978388,0.107713530290838,0.175997241062191,0.271985285665019
